GEOID,year,month,year-month,sale_amt,home_size,yr_blt,price_sf,Sub_geo
13063040203,2020,3,2020-3,164411.0,2084.0,2016.0,86.85220729366603,NW Clayton
13063040203,2020,5,2020-5,142000.0,1320.0,2003.0,107.57575757575758,NW Clayton
13063040203,2020,12,2020-12,200000.0,2084.0,2016.0,95.96928982725528,NW Clayton
13063040203,2021,2,2021-2,213000.0,2640.0,2007.0,80.68181818181819,NW Clayton
13063040203,2022,5,2022-5,325000.0,2417.0,2022.0,134.46421183285065,NW Clayton
13063040203,2022,3,2022-3,245000.0,1851.0,1958.0,132.3608860075635,NW Clayton
13063040203,2020,4,2020-4,22000.0,1008.0,1972.0,21.825396825396822,NW Clayton
13063040203,2020,10,2020-10,184300.0,1180.0,1961.0,156.1864406779661,NW Clayton
13063040203,2023,3,2023-3,60000.0,1272.0,1969.0,137.5786163522013,NW Clayton
13063040203,2021,8,2021-8,200000.0,1560.0,2003.0,128.2051282051282,NW Clayton
13063040203,2022,7,2022-7,165000.0,1852.0,1969.0,89.09287257019439,NW Clayton
13063040203,2020,4,2020-4,185000.0,2580.0,2007.0,71.70542635658914,NW Clayton
13063040203,2022,5,2022-5,310000.0,1810.0,1948.0,80.93922651933701,NW Clayton
13063040203,2021,5,2021-5,106500.0,1073.0,1966.0,149.81360671015844,NW Clayton
13063040203,2021,10,2021-10,170000.0,1344.0,2007.0,126.48809523809524,NW Clayton
13063040203,2021,5,2021-5,146500.0,1548.0,2007.0,94.63824289405684,NW Clayton
13063040203,2022,3,2022-3,220000.0,1548.0,2007.0,142.1188630490956,NW Clayton
13063040203,2022,6,2022-6,226000.0,1444.0,2007.0,156.50969529085873,NW Clayton
13063040203,2022,5,2022-5,200000.0,1344.0,2007.0,177.08333333333334,NW Clayton
13063040203,2022,5,2022-5,221700.0,1454.0,2007.0,152.47592847317745,NW Clayton
13063040203,2022,4,2022-4,430000.0,3184.0,1988.0,135.0502512562814,NW Clayton
13063040203,2021,8,2021-8,155000.0,1444.0,2007.0,107.34072022160665,NW Clayton
13063040203,2022,9,2022-9,216000.0,1468.0,2007.0,147.13896457765668,NW Clayton
